Humidity,Pressure,RainTomorrow
0.465,0.449586776859505,1
0.345,0.497520661157025,1
0.34,0.447933884297521,1
0.305,0.613223140495868,1
0.575,0.500826446280991,1
0.39,0.474380165289257,1
0.34,0.48099173553719,1
0.335,0.543801652892562,1
0.255,0.469421487603305,2
0.425,0.43801652892562,1
0.35,0.517355371900826,2
0.9,0.495867768595041,2
0.845,0.228099173553718,2
0.54,0.342148760330579,1
0.755,0.523966942148761,2
0.725,0.418181818181817,2
0.395,0.477685950413223,1
0.355,0.639669421487604,1
0.42,0.641322314049586,1
0.33,0.547107438016529,1
0.39,0.451239669421487,1
0.39,0.504132231404959,1
0.33,0.535537190082644,1
0.32,0.502479338842975,1
0.345,0.434710743801652,1
0.355,0.408264462809918,1
0.355,0.401652892561983,2
0.74,0.414876033057852,1
0.38,0.423140495867769,1
0.36,0.396694214876033,1
0.33,0.560330578512396,1
0.325,0.631404958677687,1
0.265,0.571900826446281,1
0.25,0.530578512396695,1
0.205,0.502479338842975,1
0.23,0.43801652892562,1
0.29,0.51900826446281,1
0.27,0.616528925619834,1
0.3,0.543801652892562,1
0.415,0.48595041322314,1
0.32,0.555371900826447,1
0.35,0.581818181818183,1
0.24,0.51404958677686,1
0.31,0.461157024793388,1
0.33,0.555371900826447,1
0.255,0.647933884297521,1
0.255,0.647933884297521,1
0.245,0.583471074380165,1
0.285,0.489256198347108,1
0.325,0.48099173553719,1
0.495,0.4099173553719,2
0.355,0.452892561983471,1
0.31,0.411570247933884,1
0.27,0.59504132231405,1
0.3,0.614876033057852,1
0.365,0.616528925619834,1
0.3,0.568595041322314,1
0.255,0.581818181818183,1
0.24,0.563636363636364,1
0.22,0.55702479338843,1
0.18,0.528925619834711,1
0.265,0.515702479338844,1
0.36,0.474380165289257,1
0.395,0.467768595041322,1
0.315,0.419834710743801,1
0.235,0.454545454545455,1
0.235,0.457851239669422,1
0.195,0.43801652892562,1
0.485,0.476033057851239,1
0.4,0.51404958677686,1
0.345,0.53388429752066,1
0.635,0.603305785123967,2
0.31,0.707438016528925,1
0.275,0.694214876033058,1
0.365,0.5900826446281,1
0.325,0.614876033057852,1
0.315,0.606611570247935,1
0.33,0.527272727272727,1
0.345,0.451239669421487,1
0.42,0.489256198347108,1
0.41,0.528925619834711,1
0.36,0.580165289256199,1
0.29,0.537190082644628,1
0.34,0.553719008264463,1
0.325,0.596694214876033,1
0.31,0.616528925619834,1
0.39,0.5900826446281,1
0.29,0.446280991735537,1
0.4,0.495867768595041,1
0.39,0.555371900826447,1
0.465,0.565289256198348,1
0.415,0.56198347107438,1
0.465,0.548760330578513,1
0.375,0.56198347107438,1
0.4,0.573553719008265,1
0.37,0.603305785123967,1
0.385,0.647933884297521,1
0.38,0.644628099173554,2
0.4,0.674380165289255,1
0.71,0.644628099173554,2
0.75,0.609917355371901,2
0.78,0.532231404958678,2
0.515,0.543801652892562,1
0.56,0.542148760330578,1
0.56,0.580165289256199,1
0.475,0.609917355371901,1
0.355,0.591735537190082,1
0.315,0.59504132231405,1
0.32,0.603305785123967,1
0.43,0.56694214876033,1
0.44,0.548760330578513,1
0.41,0.59504132231405,1
0.735,0.609917355371901,2
0.565,0.63801652892562,1
0.465,0.702479338842975,1
0.43,0.715702479338842,1
0.39,0.692561983471074,1
0.365,0.702479338842975,1
0.43,0.705785123966943,1
0.405,0.695867768595042,1
0.445,0.695867768595042,2
0.705,0.633057851239669,2
0.465,0.649586776859503,1
0.545,0.659504132231405,1
0.39,0.682644628099173,1
0.41,0.763636363636364,1
0.45,0.770247933884296,1
0.47,0.722314049586778,1
0.505,0.677685950413223,2
0.61,0.725619834710745,2
0.7,0.720661157024792,1
0.5,0.702479338842975,1
0.535,0.591735537190082,1
0.355,0.457851239669422,1
0.475,0.591735537190082,1
0.49,0.628099173553719,1
0.55,0.699173553719007,1
0.435,0.697520661157025,1
0.435,0.712396694214876,1
0.535,0.738842975206612,1
0.53,0.752066115702479,1
0.51,0.674380165289255,1
0.8,0.469421487603305,2
0.86,0.401652892561983,2
0.695,0.388429752066116,2
0.805,0.550413223140495,2
0.655,0.619834710743802,1
0.54,0.704132231404959,1
0.54,0.709090909090909,1
0.605,0.752066115702479,1
0.65,0.766942148760332,1
0.63,0.796694214876034,1
0.65,0.814876033057851,1
0.59,0.841322314049588,1
0.655,0.793388429752066,1
0.675,0.755371900826447,1
0.52,0.798347107438016,1
0.615,0.752066115702479,1
0.545,0.737190082644627,1
0.71,0.745454545454544,1
0.65,0.69090909090909,1
0.735,0.626446280991735,1
0.68,0.575206611570247,1
0.725,0.570247933884298,2
0.68,0.517355371900826,1
0.72,0.694214876033058,1
0.58,0.730578512396695,1
0.69,0.712396694214876,1
0.66,0.699173553719007,1
0.645,0.738842975206612,1
0.59,0.738842975206612,1
0.54,0.689256198347108,1
0.56,0.735537190082645,1
0.635,0.728925619834709,2
0.855,0.676033057851239,1
0.785,0.680991735537191,1
0.695,0.709090909090909,1
0.555,0.745454545454544,1
0.545,0.823140495867768,1
0.595,0.885950413223139,2
0.815,0.849586776859506,2
0.765,0.806611570247933,2
0.91,0.710743801652893,2
0.785,0.669421487603306,1
0.715,0.618181818181818,1
0.95,0.573553719008265,2
0.865,0.446280991735537,2
0.835,0.48099173553719,2
0.935,0.505785123966943,2
0.665,0.613223140495868,1
0.78,0.737190082644627,1
0.855,0.74710743801653,1
0.73,0.624793388429751,1
0.655,0.517355371900826,1
0.81,0.552066115702479,1
0.66,0.69090909090909,1
0.73,0.813223140495869,1
0.81,0.844628099173552,1
0.745,0.831404958677685,1
0.705,0.74710743801653,2
0.85,0.684297520661157,2
0.885,0.664462809917356,1
0.845,0.656198347107439,2
0.73,0.568595041322314,1
0.87,0.578512396694215,2
0.86,0.51404958677686,1
0.8,0.451239669421487,2
0.87,0.446280991735537,2
0.8,0.510743801652892,2
0.755,0.447933884297521,2
0.765,0.429752066115702,2
0.81,0.477685950413223,2
0.72,0.464462809917356,1
0.835,0.591735537190082,1
0.68,0.651239669421487,1
0.82,0.692561983471074,1
0.685,0.752066115702479,1
0.69,0.824793388429754,1
0.69,0.851239669421488,1
0.775,0.796694214876034,1
0.795,0.661157024793388,1
0.65,0.494214876033057,1
0.775,0.447933884297521,2
0.845,0.431404958677686,2
0.78,0.495867768595041,1
0.76,0.580165289256199,1
0.7,0.692561983471074,1
0.81,0.702479338842975,1
0.795,0.679338842975207,1
0.74,0.704132231404959,1
0.665,0.647933884297521,1
0.775,0.479338842975207,2
0.705,0.571900826446281,1
0.725,0.773553719008264,1
0.78,0.765289256198346,1
0.795,0.619834710743802,1
0.95,0.651239669421487,2
0.8,0.71900826446281,2
0.895,0.752066115702479,1
0.875,0.748760330578512,2
0.71,0.674380165289255,1
0.845,0.765289256198346,1
0.795,0.783471074380167,1
0.64,0.704132231404959,1
0.72,0.680991735537191,2
0.87,0.689256198347108,1
0.785,0.684297520661157,1
0.63,0.53388429752066,2
0.64,0.758677685950415,1
0.695,0.679338842975207,1
0.66,0.629752066115703,1
0.605,0.471074380165289,2
0.865,0.512396694214876,1
0.905,0.581818181818183,2
0.8,0.67107438016529,1
0.78,0.672727272727274,2
0.745,0.523966942148761,2
0.65,0.623140495867769,1
0.715,0.814876033057851,1
0.8,0.780165289256199,1
0.645,0.647933884297521,1
0.785,0.388429752066116,2
0.735,0.520661157024793,2
0.805,0.512396694214876,2
0.6,0.3900826446281,2
0.64,0.48099173553719,2
0.695,0.588429752066116,1
0.605,0.628099173553719,1
0.69,0.601652892561983,2
0.805,0.365289256198347,2
0.67,0.55702479338843,2
0.81,0.634710743801652,2
0.77,0.705785123966943,1
0.635,0.733884297520663,1
0.67,0.596694214876033,2
0.715,0.560330578512396,1
0.675,0.644628099173554,1
0.63,0.626446280991735,1
0.63,0.40495867768595,1
0.745,0.48595041322314,1
0.745,0.53388429752066,1
0.545,0.652892561983471,1
0.345,0.603305785123967,1
0.445,0.695867768595042,1
0.56,0.694214876033058,1
0.565,0.689256198347108,1
0.745,0.550413223140495,2
0.645,0.672727272727274,1
0.72,0.633057851239669,1
0.645,0.563636363636364,1
0.615,0.56198347107438,2
0.66,0.365289256198347,2
0.68,0.28595041322314,2
0.635,0.571900826446281,1
0.585,0.476033057851239,2
0.755,0.408264462809918,2
0.75,0.484297520661156,1
0.675,0.525619834710743,1
0.61,0.580165289256199,1
0.555,0.619834710743802,1
0.685,0.527272727272727,1
0.615,0.48099173553719,2
0.81,0.553719008264463,2
0.8,0.662809917355372,1
0.66,0.664462809917356,1
0.81,0.656198347107439,2
0.66,0.631404958677687,1
0.54,0.71900826446281,1
0.51,0.780165289256199,1
0.455,0.809917355371901,1
0.59,0.695867768595042,1
0.76,0.452892561983471,2
0.705,0.353719008264462,2
0.74,0.330578512396694,2
0.815,0.462809917355372,2
0.665,0.586776859504132,1
0.645,0.697520661157025,1
0.61,0.766942148760332,1
0.58,0.761983471074379,1
0.51,0.700826446280991,1
0.585,0.634710743801652,1
0.525,0.666115702479338,1
0.48,0.646280991735538,1
0.48,0.644628099173554,1
0.51,0.565289256198348,1
0.45,0.715702479338842,1
0.535,0.776859504132231,1
0.54,0.74214876033058,1
0.575,0.709090909090909,1
0.605,0.699173553719007,1
0.515,0.69090909090909,1
0.505,0.679338842975207,1
0.565,0.633057851239669,1
0.425,0.484297520661156,1
0.43,0.604958677685951,1
0.475,0.661157024793388,1
0.435,0.735537190082645,1
0.42,0.793388429752066,1
0.42,0.803305785123965,1
0.385,0.74214876033058,1
0.36,0.669421487603306,1
0.305,0.676033057851239,1
0.335,0.634710743801652,1
0.32,0.606611570247935,1
0.4,0.580165289256199,1
0.365,0.484297520661156,1
0.33,0.43801652892562,1
0.28,0.454545454545455,1
0.355,0.487603305785124,1
0.2,0.434710743801652,1
0.33,0.447933884297521,2
0.93,0.500826446280991,2
0.825,0.383471074380166,1
0.5,0.664462809917356,1
0.5,0.728925619834709,1
0.48,0.666115702479338,1
0.59,0.523966942148761,2
0.69,0.499173553719009,1
0.375,0.429752066115702,2
0.74,0.330578512396694,2
0.585,0.492561983471074,1
0.37,0.626446280991735,1
0.385,0.685950413223141,1
0.365,0.639669421487604,1
0.245,0.585123966942148,1
0.33,0.571900826446281,1
0.405,0.585123966942148,1
0.33,0.525619834710743,1
0.515,0.436363636363636,2
0.44,0.51404958677686,1
0.39,0.469421487603305,1
0.46,0.601652892561983,1
0.415,0.639669421487604,1
0.395,0.613223140495868,1
0.365,0.631404958677687,1
0.365,0.64297520661157,1
0.265,0.603305785123967,1
0.34,0.469421487603305,2
0.395,0.570247933884298,1
0.34,0.5900826446281,1
0.365,0.621487603305785,1
0.29,0.545454545454545,1
0.27,0.502479338842975,1
0.265,0.527272727272727,1
0.25,0.429752066115702,2
0.665,0.484297520661156,1
0.45,0.565289256198348,1
0.675,0.591735537190082,1
0.405,0.573553719008265,1
0.35,0.652892561983471,1
0.28,0.685950413223141,1
0.38,0.599999999999999,2
0.55,0.523966942148761,2
0.68,0.451239669421487,1
0.445,0.560330578512396,1
0.395,0.611570247933884,1
0.295,0.568595041322314,1
0.28,0.555371900826447,1
0.31,0.568595041322314,1
0.345,0.619834710743802,1
0.335,0.606611570247935,1
0.23,0.576859504132231,1
0.27,0.550413223140495,1
0.3,0.449586776859505,1
0.675,0.484297520661156,2
0.415,0.588429752066116,1
0.355,0.580165289256199,1
0.305,0.48099173553719,1
0.375,0.436363636363636,1
0.37,0.449586776859505,1
0.37,0.512396694214876,1
0.335,0.517355371900826,1
0.285,0.499173553719009,1
0.245,0.467768595041322,1
0.26,0.43305785123967,1
0.36,0.540495867768596,1
0.275,0.510743801652892,1
0.225,0.487603305785124,1
0.295,0.510743801652892,1
0.295,0.462809917355372,1
0.3,0.471074380165289,1
0.35,0.575206611570247,1
0.275,0.55702479338843,1
0.325,0.553719008264463,2
0.425,0.588429752066116,1
0.295,0.553719008264463,1
0.475,0.500826446280991,2
0.765,0.48595041322314,2
0.465,0.593388429752066,1
0.425,0.666115702479338,1
0.49,0.666115702479338,1
0.705,0.48595041322314,1
0.615,0.434710743801652,1
0.6,0.464462809917356,1
0.41,0.565289256198348,1
0.44,0.712396694214876,1
0.525,0.634710743801652,1
0.65,0.575206611570247,2
0.765,0.563636363636364,1
0.45,0.608264462809917,1
0.46,0.657851239669421,1
0.47,0.717355371900826,1
0.645,0.598347107438017,1
0.435,0.629752066115703,1
0.525,0.55702479338843,1
0.835,0.467768595041322,2
0.675,0.487603305785124,2
0.855,0.542148760330578,2
0.585,0.46611570247934,2
0.785,0.560330578512396,1
0.56,0.922314049586776,1
0.62,0.904132231404959,1
0.56,0.818181818181818,1
0.55,0.743801652892562,1
0.505,0.715702479338842,1
0.555,0.745454545454544,1
0.545,0.74214876033058,1
0.55,0.659504132231405,1
0.565,0.656198347107439,1
0.62,0.631404958677687,1
0.525,0.666115702479338,1
0.51,0.672727272727274,1
0.56,0.685950413223141,1
0.535,0.682644628099173,1
0.56,0.639669421487604,1
0.525,0.649586776859503,1
0.6,0.593388429752066,2
0.775,0.583471074380165,1
0.675,0.646280991735538,1
0.565,0.672727272727274,1
0.63,0.652892561983471,1
0.6,0.649586776859503,1
0.56,0.664462809917356,1
0.475,0.687603305785124,1
0.57,0.664462809917356,1
0.575,0.618181818181818,2
0.78,0.53388429752066,2
0.685,0.598347107438017,1
0.64,0.588429752066116,1
0.815,0.51404958677686,2
0.645,0.489256198347108,1
0.625,0.621487603305785,1
0.655,0.715702479338842,1
0.65,0.712396694214876,1
0.595,0.695867768595042,1
0.62,0.760330578512397,1
0.56,0.781818181818181,1
0.57,0.770247933884296,1
0.635,0.74710743801653,1
0.64,0.728925619834709,1
0.59,0.699173553719007,1
0.57,0.712396694214876,1
0.615,0.661157024793388,2
0.905,0.543801652892562,2
0.56,0.5900826446281,1
0.635,0.760330578512397,1
0.71,0.667768595041322,2
0.67,0.685950413223141,1
0.74,0.684297520661157,1
0.76,0.765289256198346,1
0.65,0.783471074380167,1
0.72,0.763636363636364,1
0.61,0.770247933884296,1
0.605,0.616528925619834,2
0.675,0.588429752066116,1
0.73,0.69090909090909,1
0.725,0.730578512396695,1
0.715,0.71404958677686,1
0.765,0.709090909090909,1
0.73,0.666115702479338,1
0.62,0.528925619834711,1
0.645,0.699173553719007,1
0.67,0.720661157024792,1
0.725,0.672727272727274,1
0.635,0.651239669421487,1
0.675,0.679338842975207,1
0.71,0.67107438016529,1
0.64,0.667768595041322,1
0.625,0.720661157024792,1
0.66,0.715702479338842,1
0.67,0.69090909090909,1
0.605,0.707438016528925,1
0.555,0.710743801652893,1
0.735,0.613223140495868,2
0.935,0.46611570247934,2
0.605,0.469421487603305,1
0.755,0.646280991735538,1
0.795,0.64297520661157,2
0.94,0.416528925619835,2
0.73,0.400000000000001,1
0.51,0.573553719008265,1
0.735,0.664462809917356,1
0.765,0.69090909090909,1
0.645,0.760330578512397,1
0.675,0.712396694214876,1
0.915,0.631404958677687,1
0.79,0.662809917355372,1
0.65,0.763636363636364,1
0.69,0.71404958677686,1
0.865,0.535537190082644,2
0.71,0.672727272727274,1
0.74,0.702479338842975,1
0.73,0.74214876033058,1
0.65,0.84793388429752,1
0.675,0.904132231404959,1
0.785,0.856198347107437,1
0.82,0.775206611570249,2
0.735,0.487603305785124,2
0.79,0.646280991735538,2
0.805,0.64297520661157,1
0.92,0.771900826446282,1
0.91,0.892561983471074,1
0.775,0.938842975206611,1
0.705,0.932231404958679,1
0.705,0.8198347107438,1
0.89,0.684297520661157,2
0.785,0.661157024793388,1
0.765,0.72396694214876,1
0.845,0.697520661157025,1
0.64,0.672727272727274,1
0.795,0.664462809917356,2
0.83,0.738842975206612,1
0.845,0.778512396694213,1
0.875,0.826446280991736,1
0.88,0.859504132231405,1
0.845,0.776859504132231,2
0.75,0.667768595041322,1
0.815,0.766942148760332,1
0.745,0.809917355371901,1
0.735,0.833057851239671,1
0.785,0.720661157024792,2
0.805,0.662809917355372,1
0.805,0.72396694214876,1
0.955,0.599999999999999,2
0.865,0.474380165289257,2
0.74,0.656198347107439,1
0.775,0.796694214876034,1
0.84,0.804958677685951,1
0.775,0.704132231404959,2
0.8,0.633057851239669,1
0.805,0.74214876033058,1
0.785,0.806611570247933,1
0.7,0.862809917355373,1
0.8,0.909090909090909,1
0.795,0.85289256198347,1
0.785,0.846280991735538,1
0.755,0.915702479338845,1
0.685,0.919008264462808,1
0.735,0.781818181818181,2
0.895,0.628099173553719,1
0.885,0.578512396694215,2
0.925,0.548760330578513,2
0.895,0.591735537190082,2
0.705,0.644628099173554,1
0.685,0.705785123966943,1
0.79,0.727272727272727,1
0.685,0.766942148760332,1
0.72,0.689256198347108,1
0.63,0.692561983471074,2
0.815,0.552066115702479,2
0.905,0.424793388429753,2
0.68,0.416528925619835,1
0.775,0.598347107438017,1
0.76,0.560330578512396,2
0.885,0.396694214876033,2
0.795,0.550413223140495,2
0.71,0.720661157024792,1
0.89,0.601652892561983,2
0.705,0.457851239669422,2
0.7,0.581818181818183,1
0.77,0.631404958677687,1
0.68,0.71900826446281,1
0.76,0.614876033057852,2
0.725,0.540495867768596,2
0.76,0.502479338842975,2
0.77,0.373553719008265,2
0.65,0.479338842975207,1
0.785,0.725619834710745,1
0.71,0.811570247933883,1
0.675,0.800000000000001,1
0.75,0.732231404958677,1
0.785,0.583471074380165,1
0.8,0.59504132231405,1
0.6,0.687603305785124,2
0.915,0.400000000000001,2
0.74,0.515702479338844,2
0.765,0.647933884297521,2
0.66,0.755371900826447,1
0.625,0.766942148760332,1
0.83,0.580165289256199,2
0.885,0.396694214876033,2
0.71,0.656198347107439,1
0.675,0.694214876033058,1
0.675,0.604958677685951,1
0.63,0.565289256198348,1
0.63,0.573553719008265,1
0.565,0.639669421487604,1
0.65,0.71900826446281,1
0.635,0.682644628099173,1
0.725,0.697520661157025,1
0.665,0.753719008264461,1
0.725,0.738842975206612,1
0.59,0.748760330578512,1
0.64,0.725619834710745,1
0.785,0.717355371900826,1
0.68,0.629752066115703,1
0.59,0.661157024793388,1
0.665,0.555371900826447,1
0.57,0.586776859504132,1
0.545,0.676033057851239,1
0.52,0.757024793388429,1
0.565,0.776859504132231,1
0.54,0.788429752066116,1
0.585,0.791735537190084,1
0.685,0.728925619834709,1
0.65,0.684297520661157,1
0.66,0.649586776859503,2
0.53,0.652892561983471,1
0.54,0.740495867768594,1
0.66,0.74710743801653,1
0.565,0.808264462809919,1
0.525,0.833057851239671,1
0.785,0.780165289256199,2
0.93,0.618181818181818,2
0.805,0.547107438016529,2
0.915,0.153719008264462,2
0.665,0.398347107438017,1
0.665,0.588429752066116,1
0.62,0.651239669421487,1
0.635,0.752066115702479,1
0.655,0.796694214876034,1
0.61,0.727272727272727,1
0.63,0.667768595041322,1
0.79,0.599999999999999,2
0.58,0.662809917355372,1
0.62,0.692561983471074,1
0.575,0.618181818181818,2
0.635,0.5900826446281,1
0.605,0.649586776859503,1
0.57,0.606611570247935,2
0.955,0.499173553719009,2
0.725,0.509090909090908,2
0.655,0.59504132231405,1
0.62,0.591735537190082,1
0.56,0.641322314049586,1
0.545,0.666115702479338,1
0.45,0.702479338842975,1
0.505,0.695867768595042,1
0.595,0.624793388429751,2
0.675,0.550413223140495,1
0.58,0.72396694214876,1
0.605,0.651239669421487,1
0.6,0.558677685950412,1
0.505,0.528925619834711,1
0.705,0.522314049586777,2
0.83,0.552066115702479,2
0.58,0.558677685950412,1
0.49,0.576859504132231,1
0.495,0.611570247933884,1
0.52,0.581818181818183,1
0.475,0.667768595041322,1
0.51,0.752066115702479,1
0.495,0.687603305785124,1
0.475,0.697520661157025,1
0.415,0.710743801652893,1
0.385,0.682644628099173,1
0.52,0.623140495867769,2
0.8,0.621487603305785,2
0.715,0.530578512396695,2
0.875,0.447933884297521,2
0.6,0.547107438016529,2
0.75,0.570247933884298,2
0.725,0.555371900826447,1
0.8,0.570247933884298,2
0.73,0.563636363636364,2
0.565,0.530578512396695,1
0.47,0.512396694214876,1
0.505,0.532231404958678,1
0.47,0.512396694214876,2
0.685,0.477685950413223,2
0.675,0.472727272727273,1
0.485,0.489256198347108,1
0.47,0.474380165289257,1
0.435,0.414876033057852,1
0.485,0.558677685950412,1
0.515,0.570247933884298,1
0.425,0.46611570247934,1
0.465,0.398347107438017,1
0.465,0.4099173553719,1
0.58,0.36198347107438,2
0.63,0.302479338842974,2
0.645,0.360330578512396,2
0.58,0.495867768595041,1
0.54,0.626446280991735,1
0.43,0.621487603305785,1
0.4,0.69090909090909,1
0.66,0.563636363636364,1
0.55,0.411570247933884,1
0.475,0.43305785123967,1
0.42,0.599999999999999,1
0.425,0.580165289256199,1
0.4,0.583471074380165,1
0.385,0.558677685950412,1
0.375,0.505785123966943,1
0.36,0.502479338842975,1
0.42,0.517355371900826,1
0.455,0.51404958677686,1
0.44,0.424793388429753,1
0.41,0.492561983471074,1
0.465,0.532231404958678,1
0.53,0.520661157024793,1
0.48,0.550413223140495,2
0.54,0.547107438016529,2
0.84,0.515702479338844,2
0.75,0.436363636363636,2
0.725,0.479338842975207,2
0.755,0.421487603305785,2
0.585,0.477685950413223,1
0.585,0.482644628099174,1
0.53,0.395041322314049,1
0.535,0.444628099173553,1
0.53,0.472727272727273,1
0.505,0.517355371900826,1
0.5,0.527272727272727,1
0.485,0.547107438016529,1
0.47,0.494214876033057,1
0.485,0.363636363636364,1
0.45,0.454545454545455,1
0.515,0.457851239669422,1
0.45,0.56198347107438,1
0.38,0.616528925619834,1
0.455,0.634710743801652,1
0.495,0.636363636363636,1
0.405,0.575206611570247,1
0.365,0.471074380165289,1
0.63,0.555371900826447,2
0.62,0.525619834710743,2
0.895,0.532231404958678,2
0.96,0.464462809917356,2
0.63,0.603305785123967,1
0.49,0.712396694214876,1
0.58,0.631404958677687,1
0.545,0.685950413223141,1
0.67,0.654545454545455,2
0.96,0.543801652892562,2
0.725,0.55702479338843,1
0.615,0.613223140495868,1
0.51,0.689256198347108,1
0.545,0.69090909090909,1
0.825,0.613223140495868,2
0.725,0.535537190082644,1
0.595,0.548760330578513,2
0.79,0.408264462809918,2
0.65,0.489256198347108,1
0.51,0.573553719008265,1
0.48,0.687603305785124,1
0.545,0.71900826446281,1
0.595,0.639669421487604,1
0.555,0.555371900826447,1
0.53,0.509090909090908,1
0.87,0.48595041322314,2
0.7,0.451239669421487,1
0.61,0.429752066115702,1
0.54,0.583471074380165,1
0.61,0.535537190082644,1
0.605,0.558677685950412,1
0.44,0.662809917355372,1
0.53,0.748760330578512,1
0.575,0.717355371900826,1
0.525,0.611570247933884,1
0.59,0.56694214876033,2
0.935,0.525619834710743,2
0.72,0.576859504132231,1
0.72,0.633057851239669,1
0.74,0.649586776859503,2
0.785,0.674380165289255,1
0.685,0.657851239669421,1
0.62,0.608264462809917,1
0.675,0.631404958677687,1
0.62,0.576859504132231,1
0.585,0.552066115702479,1
0.585,0.51900826446281,1
0.67,0.411570247933884,1
0.7,0.345454545454545,1
0.695,0.416528925619835,2
0.77,0.383471074380166,1
0.63,0.517355371900826,1
0.55,0.666115702479338,1
0.58,0.740495867768594,1
0.63,0.766942148760332,1
0.69,0.71900826446281,1
0.71,0.631404958677687,1
0.65,0.699173553719007,1
0.735,0.646280991735538,1
0.735,0.59504132231405,1
0.6,0.596694214876033,1
0.66,0.646280991735538,1
0.56,0.72396694214876,1
0.645,0.74214876033058,1
0.765,0.664462809917356,1
0.665,0.586776859504132,1
0.515,0.618181818181818,1
0.56,0.641322314049586,2
